partner1	partner2	confidence
NFE2L2	RNF111	1.0
RPL5	SPIN1	1.0
CALCOCO2	TRIM31	1.0
NUFIP2	RC3H1	1.0
ICOS	RC3H1	1.0
ICOS	NUFIP2	1.0
RC3H1	TNFRSF4	1.0
NUFIP2	TNFRSF4	1.0
FGF2	PTX3	1.0
NFKB1	NFKB2	1.0
MAP1LC3A	NEDD4	1.0
MAP1LC3C	NEDD4	1.0
GABARAP	NEDD4	1.0
NEDD4	ULK1	1.0
GABARAPL1	NEDD4	1.0
GABARAPL2	NEDD4	1.0
CRBN	FBXO7	1.0
RIPK4	TNFAIP3	1.0
CBLB	TJP1	1.0
IRF7	SOCS1	1.0
IRF7	SOCS3	1.0
SEL1L	VLDLR	1.0
CANX	VLDLR	1.0
ADRA2B	GGA2	1.0
ADRA2B	GGA1	1.0
ARNTL	TRAF2	1.0
MARCH6	UBE2J2	1.0
HM13	MARCH6	1.0
GSK3B	SP1	1.0
AXIN1	SP1	1.0
BCL6	WTAP	1.0
HSP90AA1	WTAP	1.0
CFLAR	DTX1	1.0
CFLAR	LAMP1	1.0
CSNK2A1	HSPB1	1.0
CSNK2A2	HSPB1	1.0
NDRG1	RAB4A	1.0
TRIM28	TWIST1	1.0
ASXL1	BMI1	1.0
ASXL1	RNF2	1.0
AGO2	ESR2	1.0
EIF5A2	HIF1A	1.0
ASCL1	CDKN1C	1.0
CDKN1C	NEUROD6	1.0
CDKN1C	NEUROD1	1.0
KAT5	PSIP1	1.0
ARNT	SUDS3	1.0
DAXX	HIST1H3A	1.0
CBL	TSC2	1.0
CDC45	GINS4	1.0
CDC45	MCM2	1.0
CDK1	CEP63	1.0
NMI	RELA	1.0
COL7A1	MIA3	1.0
CSPG4	FGF2	1.0
CSPG4	FGFR3	1.0
EP300	MCL1	1.0
HIF1A	MCL1	1.0
APEX1	MCL1	1.0
CREB1	HIF1A	1.0
NR4A1	PIAS3	1.0
NR4A1	PIAS1	1.0
NR4A1	PIAS2	1.0
NR4A1	RNF4	1.0
ARNT	VEGFA	1.0
BMPR2	CDH5	1.0
FGFR1	PDK1	1.0
HIF1A	ISG15	1.0
AGER	KRAS	1.0
SLC43A3	VCP	1.0
UBE2D1	VCP	1.0
GOLGA2	ZFPL1	1.0
RPL4	TNPO2	1.0
PSMA1	UBE3A	1.0
PSMA2	UBE3A	1.0
PSMA3	UBE3A	1.0
PSMA4	UBE3A	1.0
PSMA5	UBE3A	1.0
PSMA6	UBE3A	1.0
PSMA7	UBE3A	1.0
PSMB1	UBE3A	1.0
PSMB2	UBE3A	1.0
PSMB3	UBE3A	1.0
PSMB4	UBE3A	1.0
PSMB5	UBE3A	1.0
PSMB6	UBE3A	1.0
PSMB7	UBE3A	1.0
PSMC1	UBE3A	1.0
PSMC2	UBE3A	1.0
PSMC4	UBE3A	1.0
PSMC5	UBE3A	1.0
PSMC6	UBE3A	1.0
PSMD1	UBE3A	1.0
PSMD11	UBE3A	1.0
PSMD12	UBE3A	1.0
PSMD13	UBE3A	1.0
PSMD6	UBE3A	1.0
PSMD7	UBE3A	1.0
PSMD8	UBE3A	1.0
PSME4	UBE3A	1.0
PPIL2	SNAI1	1.0
FBXW7	KLF10	1.0
ANKHD1	NOD2	1.0
LDOC1	NOD2	1.0
KRT15	NOD2	1.0
NOD2	TRIM41	1.0
CHMP5	NOD2	1.0
NOD2	PPP1R12C	1.0
NOD2	PPP2R3B	1.0
DOCK7	NOD2	1.0
ITCH	SUFU	1.0
ACTG1	H2AFZ	1.0
ACTG1	H3F3A	1.0
ACTG1	HIST1H4H	1.0
ACTG1	HIST2H2AC	1.0
ACTG1	VIM	1.0
ACTG1	GPD1	1.0
UBE2D1	UHRF1	1.0
NDFIP1	NTRK1	1.0
NDFIP1	NTRK2	1.0
NDFIP1	NTRK3	1.0
DNM1L	ERCC8	1.0
MIA3	SEC24C	1.0
DAXX	RELA	1.0
DAXX	JUN	1.0
MDM2	PPP1R10	1.0
GLE1	NUPL2	1.0
NUP155	NUP98	1.0
BRAF	TRAF2	1.0
KMT2E	STUB1	1.0
DDX58	STUB1	1.0
DDX58	KMT2E	1.0
PARP1	RNF168	1.0
MEX3C	UBE2D2	1.0
MEX3C	UBE2D3	1.0
ACVR2A	BMPR1A	1.0
ACTG1	CERS1	1.0
HIF1A	NQO1	1.0
FOPNL	TUBA1A	1.0
CASP2	TRAF1	1.0
CASP2	TRAF2	1.0
CASP2	TRAF3	1.0
CASP2	HTRA2	1.0
HEXIM1	SFPQ	1.0
HEXIM1	XRCC6	1.0
ASCL1	BRD4	1.0
FAF2	TMEM173	1.0
FAF2	TRIM56	1.0
EGFR	PLA2G2A	1.0
ERBB2	PLA2G2A	1.0
ERBB3	PLA2G2A	1.0
FBXW11	MAP3K5	1.0
BTRC	MAP3K5	1.0
FADD	SPOP	1.0
PPARG	TP53	1.0
APBB1	IGF1R	1.0
ATF2	SPOP	1.0
INF2	SPOP	1.0
SPOP	UBE2I	1.0
PIAS3	SPOP	1.0
SPOP	ZMYND8	1.0
AEN	SPOP	1.0
CHD3	SPOP	1.0
SPOP	TOPORS	1.0
GATAD2A	SPOP	1.0
CAPRIN1	SPOP	1.0
CREB5	SPOP	1.0
SPOP	SRRM1	1.0
ERN1	SEC61B	1.0
ERN1	SEC61A1	1.0
ERN1	SEC63	1.0
CDH1	PTPRM	1.0
UBL4A	UBXN1	1.0
GET4	UBXN1	1.0
SGTA	UBXN1	1.0
ASNA1	UBXN1	1.0
CDCA7L	PSIP1	1.0
STX1A	VPS18	1.0
STX1A	VPS16	1.0
STX1A	VPS11	1.0
EGFR	GNAI1	1.0
GNAI1	PDGFRA	1.0
FGFR1	GNAI1	1.0
CIT	RAD51	1.0
ERBB4	PTPN21	1.0
NRG3	PTPN21	1.0
ATP1A1	GPNMB	1.0
ATP1A3	GPNMB	1.0
DLG1	MAPK12	1.0
TTK	USP9X	1.0
AQP2	STUB1	1.0
AQP2	HSPA8	1.0
AQP2	HSPA4	1.0
FKBP8	MAVS	1.0
MAVS	PLK1	1.0
DDX58	FKBP8	1.0
FKBP8	IRF3	1.0
BCL3	TRAF6	1.0
RIOK1	SETD7	1.0
KDM1A	RIOK1	1.0
FBXO6	RIOK1	1.0
CSNK2A1	RIOK1	1.0
POLG	TTC3	1.0
HSPA4	TTC3	1.0
DPF2	HIST1H4A	1.0
BMI1	USP22	1.0
CHL1	PTPRA	1.0
CHD3	SENP1	1.0
PIAS3	SENP1	1.0
PTPN6	RNF6	1.0
CUL1	IRS1	1.0
BTRC	IRS1	1.0
FBXW11	IRS1	1.0
PDGFRA	PRMT5	1.0
IRS1	YWHAQ	1.0
IRS1	YWHAZ	1.0
IRS1	YWHAG	1.0
CSNK1A1	IRS1	1.0
CSNK2A2	IRS1	1.0
CSNK2B	IRS1	1.0
HACE1	PAK1	1.0
BTRC	FOXN2	1.0
FOXN2	RPS6KA3	1.0
CBL	RIPK1	1.0
CUL1	ZNRF3	1.0
SKP1	ZNRF3	1.0
BTRC	ZNRF3	1.0
DEPTOR	TNFAIP3	1.0
PDK1	PTPN6	1.0
IL1RAP	PTPRF	1.0
IL1RAP	PTPRD	1.0
IL1RAP	PTPRS	1.0
PTPRD	PTPRF	1.0
HSPA5	MAPT	1.0
GSK3B	HSPA5	1.0
LRP6	MDK	1.0
LRP8	MDK	1.0
CARD10	TMEM43	1.0
BCL10	TMEM43	1.0
EGFR	TMEM43	1.0
HDAC9	WWTR1	1.0
DNMT1	MYCN	1.0
DNMT3A	MYCN	1.0
MYCN	RB1	1.0
PTPN11	PVR	1.0
AKT1	PFKP	1.0
AKT2	PFKP	1.0
AKT3	PFKP	1.0
PFKM	PFKP	1.0
PFKP	TRIM21	1.0
ITGA1	PTP4A3	1.0
ESR1	ZBTB17	1.0
BARD1	TERF1	1.0
BARD1	TERF2	1.0
BARD1	TNKS	1.0
CASR	NOTCH1	1.0
CASR	NOTCH2	1.0
CASR	NOTCH3	1.0
MYCN	TP73	1.0
ITGAX	MIA3	1.0
AGER	HMGB1	1.0
CXCL12	HMGB1	1.0
CXCR4	HMGB1	1.0
MGAT5B	PTPRZ1	1.0
LGALS1	PTPRZ1	1.0
EGFR	HNRNPA3	1.0
CBX1	HECW2	1.0
CBX5	HECW2	1.0
CBX3	HECW2	1.0
NGFR	NTRK2	1.0
CAMK2G	PTEN	1.0
HDAC3	PIWIL2	1.0
PIWIL2	SIAH2	1.0
CSNK2A2	PIWIL2	1.0
CSNK2A2	HDAC3	1.0
CTNNB1	UBE2S	1.0
CSNK1A1	CTNNB1	1.0
CDH1	UHRF1	1.0
CDH1	HIST1H3A	1.0
ERCC8	TCP1	1.0
CCT4	ERCC8	1.0
CCT5	ERCC8	1.0
ERBB4	MAGI2	1.0
PSMD2	TRIM11	1.0
TRIM11	USP14	1.0
PSMD11	PSMD2	1.0
ERBB4	FYN	1.0
FERMT2	YBX1	1.0
CTNNB1	FERMT2	1.0
STAT3	TRIM24	1.0
CXCL8	ERBB2	1.0
CREBBP	GATA3	1.0
GATA3	HDAC1	1.0
GATA3	HDAC2	1.0
RB1	RNF123	1.0
RNF123	TMPO	1.0
LMNA	RNF123	1.0
LMNB1	RNF123	1.0
EMD	RNF123	1.0
ACTL6A	DPF2	1.0
DPF2	RUNX1	1.0
RNF123	UBE2D1	1.0
AKT1	IGF1R	1.0
HDAC3	IGF1R	1.0
APPL1	IGF1R	1.0
BTRC	TSPAN15	1.0
TAOK2	USF1	1.0
EGFR	NEDD4	1.0
LAMP2	NEDD4	1.0
EGFR	IL13RA2	1.0
CAV1	TEK	1.0
BCL2L1	RNF183	1.0
BCL2	RNF183	1.0
FLT3	UBC	1.0
CTNND2	EGFR	1.0
GJA1	USP8	1.0
BCCIP	YY1	1.0
MDM2	REST	1.0
CDK2	DTL	1.0
CDK1	DTL	1.0
DTL	RBX1	1.0
CCNA2	DTL	1.0
ATXN7L3	SUPT20H	1.0
SUPT20H	USP22	1.0
SUPT20H	TRRAP	1.0
ATXN7	SUPT20H	1.0
SUPT20H	TAF10	1.0
FBXW7	USP9X	1.0
HYAL2	WWOX	1.0
HYAL2	SMAD3	1.0
HYAL2	SMAD2	1.0
HYAL2	SMAD4	1.0
MAPK1	WWOX	1.0
SMAD4	WWOX	1.0
ABL2	ERBB2	1.0
ABL1	ERBB2	1.0
ABL1	PDGFRB	1.0
ABL2	PDGFRB	1.0
MATK	SIRPA	1.0
FANCD2	HIST1H3E	1.0
HIST1H3E	MCM3	1.0
CHEK1	HIST1H3E	1.0
HIST1H3E	KAT5	1.0
HIF1A	HMGA1	1.0
AXL	EGFR	1.0
ERBB4	NTRK2	1.0
FOXG1	TLE6	1.0
AKT1	GJA1	1.0
GJA1	MAPK1	1.0
TLE1	TLE4	1.0
ITGAV	PTN	1.0
ITGB3	PTN	1.0
ITGB3	PTPRZ1	1.0
ITGAV	PTPRZ1	1.0
CD109	EGFR	1.0
FYN	PTPRF	1.0
LCK	PTPRF	1.0
BBC3	MAP1LC3A	1.0
BBC3	SQSTM1	1.0
DDX53	EGFR	1.0
MAPK12	PTPN4	1.0
AGO2	YWHAZ	1.0
ARAP3	INPPL1	1.0
CD2AP	INPPL1	1.0
ARAP3	CD2AP	1.0
SHANK3	USP8	1.0
SHANK1	USP8	1.0
DOCK7	ERBB2	1.0
DOCK7	RAC1	1.0
CDC42	DOCK7	1.0
LRP2	RAC1	1.0
LRP2	RHOA	1.0
CDC42	LRP2	1.0
MDM2	RPS5	1.0
SIRT6	UBE3A	1.0
HIF1A	SUCO	1.0
CCZ1	RAB7A	1.0
ACSL5	RAB7A	1.0
KRT15	RAB7A	1.0
RAB7A	SPG21	1.0
RAB7A	REEP5	1.0
RAB7A	TOMM22	1.0
GDI2	RAB7A	1.0
ARL6IP5	RAB7A	1.0
RAB7A	RABAC1	1.0
RAB7A	SYNGR2	1.0
RAB7A	TOMM40	1.0
RAB7A	TPD52	1.0
RAB7A	VDAC2	1.0
ARL8B	RAB7A	1.0
ATP6V1A	RAB7A	1.0
ESYT1	RAB7A	1.0
GDI1	RAB7A	1.0
SIRT1	UBE2N	1.0
CDC20	TP63	1.0
CDC16	TP63	1.0
ANAPC2	TP63	1.0
STXBP4	TP63	1.0
SENP2	STK38	1.0
SENP2	STK38L	1.0
RAD50	USP7	1.0
NBN	USP7	1.0
MDC1	USP7	1.0
PSMD14	SNAI1	1.0
CHUK	PPP4C	1.0
CHUK	PPP4R2	1.0
CHUK	PPP4R1	1.0
IKBKB	PPP4C	1.0
IKBKB	PPP4R2	1.0
IKBKB	PPP4R1	1.0
BCL6	LITAF	1.0
HERC1	RAF1	1.0
ATF3	ERCC6	1.0
ATF3	ERCC8	1.0
ERCC8	PSMD1	1.0
ERCC8	PSMB5	1.0
ERCC6	PSMD1	1.0
ERCC6	PSMB5	1.0
APAF1	HIP1	1.0
CASP9	HIP1	1.0
CYLD	TNFRSF9	1.0
MYOF	STAT3	1.0
EHD2	MYOF	1.0
DOCK7	ERBB3	1.0
APPL1	DLG4	1.0
MAP1LC3B	VCP	1.0
BECN1	ELAVL1	1.0
RNF144A	UBE2D1	1.0
RNF216	UBE2D1	1.0
IGF2BP3	USP10	1.0
HNRNPL	IGF2BP3	1.0
DDX5	IGF2BP3	1.0
HNRNPA2B1	IGF2BP3	1.0
TEAD4	YAP1	1.0
POU3F2	YAP1	1.0
FOXC1	YAP1	1.0
MSC	YAP1	1.0
NR1D1	YAP1	1.0
FOXA1	YAP1	1.0
BRCA1	CTSS	1.0
CD3D	SYVN1	1.0
MYC	ZNF746	1.0
C1QBP	DLAT	1.0
BTRC	GBF1	1.0
CDK1	GBF1	1.0
CSNK2A1	GBF1	1.0
HIST1H2BB	USP36	1.0
AGR2	RICTOR	1.0
AGR2	RPS6KB1	1.0
RNF168	TNFAIP3	1.0
ADRB2	ERBB2	1.0
NTRK2	SHC4	1.0
ERBB4	KALRN	1.0
FYN	KALRN	1.0
GSK3B	IRS1	1.0
H2AFX	UBE4A	1.0
H2AFX	UIMC1	1.0
BRCA2	UIMC1	1.0
H2AFX	PALB2	1.0
TP53BP1	UBE4A	1.0
NEDD9	VIM	1.0
MYH9	NEDD9	1.0
SEC23IP	WWOX	1.0
SCAMP3	WWOX	1.0
VOPP1	WWOX	1.0
EZH2	SALL4	1.0
EZH2	ZNF281	1.0
EZH2	PAXBP1	1.0
SALL4	SUZ12	1.0
SUZ12	ZNF281	1.0
PAXBP1	SUZ12	1.0
H2AFX	RECQL4	1.0
RAD50	RECQL4	1.0
RBBP8	RECQL4	1.0
NBN	RECQL4	1.0
RECQL4	XRCC6	1.0
DDB1	RECQL4	1.0
CUL4A	RECQL4	1.0
CDK1	RECQL4	1.0
CDK2	RECQL4	1.0
TP73	WWOX	1.0
CHEK1	CNTN2	1.0
CHEK2	CNTN2	1.0
ITGB4	TGM2	1.0
RECQL4	TIMELESS	1.0
MCM2	RECQL4	1.0
MCM10	RECQL4	1.0
MCM4	RECQL4	1.0
MCM6	RECQL4	1.0
MCM3	RECQL4	1.0
MCM5	RECQL4	1.0
MCM7	RECQL4	1.0
CDC45	RECQL4	1.0
RECQL4	TIPIN	1.0
GINS4	RECQL4	1.0
GINS3	RECQL4	1.0
GINS1	RECQL4	1.0
GINS2	RECQL4	1.0
ID3	SMAD1	1.0
ACVR1	STIP1	1.0
ALDH1L1	STUB1	1.0
NR1I3	TRIM24	1.0
FGF8	PTX3	1.0
FGF1	PTX3	1.0
FGF5	PTX3	1.0
FGF7	PTX3	1.0
FGF17	PTX3	1.0
FGF18	PTX3	1.0
FGF20	PTX3	1.0
FGF22	PTX3	1.0
UBE2W	ZNRF1	1.0
CEBPA	TRIB1	1.0
CEBPB	TRIB1	1.0
CEBPD	TRIB1	1.0
CEBPE	TRIB1	1.0
MICALL1	RAB13	1.0
RAB13	RAB7A	1.0
RAB13	RAB8A	1.0
RAB11A	RAB13	1.0
RUNX3	TP53	1.0
B4GALT1	EGFR	1.0
SUB1	TP53	1.0
EGFR	TFAP2A	1.0
PIK3CG	PIK3R6	1.0
FYN	PTPRZ1	1.0
CAV1	FASN	1.0
ITGA5	KDR	1.0
ITGB1	KDR	1.0
FN1	VEGFA	1.0
JUN	VRK1	1.0
ADAM12	PACSIN3	1.0
SP1	TP73	1.0
SP3	TP73	1.0
ATM	PTCH1	1.0
KDM1A	MYCN	1.0
CDKN1A	MYCN	1.0
CDKN1A	KDM1A	1.0
CLU	MYCN	1.0
CLU	KDM1A	1.0
BCAR1	DOK7	1.0
BCAR1	GLIS2	1.0
GIGYF1	GRB7	1.0
GIGYF1	GRB14	1.0
CCND2	CDKN1B	1.0
HCK	TP73	1.0
PTPN2	TMED10	1.0
PTPN2	TMED9	1.0
PFN1	PTEN	1.0
CHUK	PTEN	1.0
NF1	SPRED1	1.0
CCNDBP1	RRAD	1.0
PLK1	PLK3	1.0
PLK3	RRM2	1.0
PLK3	PPM1A	1.0
PLK3	SLX4	1.0
CD300LF	PTPN6	1.0
KANK1	YWHAG	1.0
KANK1	YWHAE	1.0
KANK1	YWHAH	1.0
KANK1	YWHAQ	1.0
KANK1	YWHAB	1.0
KANK1	YWHAZ	1.0
AKT1	KANK1	1.0
ESCO2	MCM2	1.0
ESCO2	MCM5	1.0
ESCO2	MCM6	1.0
ESCO2	MCM7	1.0
CDC45	ESCO2	1.0
ESCO1	MCM6	1.0
ARL4A	GCC2	1.0
PPIB	TP53	1.0
CASP3	TP53	1.0
ANXA2	SNX17	1.0
ANXA2	CTSS	1.0
ANXA2	RPS2	1.0
ANXA2	ZBTB4	1.0
ANXA2	OGDH	1.0
ACTA1	ANXA2	1.0
IRF2	SPI1	1.0
BAG3	DNAJB1	1.0
CDC6	SQSTM1	1.0
BRCA1	SQSTM1	1.0
CRYAB	SQSTM1	1.0
DNAJC10	SQSTM1	1.0
PADI1	SQSTM1	1.0
CALCR	SQSTM1	1.0
ARNT	CTNNB1	1.0
CTNNB1	MYC	1.0
MYC	TCF4	1.0
CA9	TCF4	1.0
CX3CR1	HIF1A	1.0
ICAM1	SP1	1.0
HIF1A	ICAM1	1.0
HIF1A	KLF6	1.0
EPAS1	ICAM1	1.0
EPAS1	KLF6	1.0
EPAS1	JUN	1.0
ARNT	ICAM1	1.0
ICAM1	RELA	1.0
DHX58	TRAF2	1.0
DHX58	TRAF3	1.0
DHX58	TRAF5	1.0
DHX58	TRAF6	1.0
DOCK1	GRASP	1.0
CSNK1A1	KPNB1	1.0
CSNK1A1	DDX1	1.0
CSNK1A1	PTEN	1.0
CSNK1A1	DNAJA1	1.0
CSNK1A1	WDR45	1.0
ACTN1	CDH1	1.0
ACTG1	CDH1	1.0
ARHGEF12	CD44	1.0
ARHGEF12	EGFR	1.0
EGFR	PIK3CA	1.0
EGFR	PIP5K1A	1.0
EGF	PIK3R1	1.0
PDGFB	PIK3R1	1.0
E2F6	ZBTB17	1.0
E2F6	ZBTB32	1.0
DNMT1	E2F6	1.0
E2F6	SMARCA4	1.0
E2F6	NFYA	1.0
E2F6	HMG20B	1.0
BRDT	E2F6	1.0
E2F6	ZFPM2	1.0
DNTTIP1	E2F6	1.0
E2F6	INO80B	1.0
CENPU	E2F6	1.0
E2F4	SMARCA4	1.0
PTGDR	SMARCA4	1.0
E2F6	PTGDR	1.0
E2F6	SMARCC1	1.0
E2F6	PBRM1	1.0
FCGR3A	LCK	1.0
MAD2L1BP	MAD2L2	1.0
LIN52	RBL1	1.0
POU5F1	STUB1	1.0
ADAP2	TUBB	1.0
ANKRD2	LDB3	1.0
ACTN1	LDB3	1.0
LDB3	TP53	1.0
PLK1	RNF2	1.0
CENPB	DAXX	1.0
ACTG1	BIN1	1.0
PSMD14	UBE2V1	1.0
JMY	TTC5	1.0
EP300	TTC5	1.0
ITGB1	MET	1.0
ITGAV	MET	1.0
LCK	PTPRCAP	1.0
CCDC88A	PTPN6	1.0
CEP55	PPP1R13L	1.0
PPP1CA	PPP1R13L	1.0
PPP1CB	PPP1R13L	1.0
PPP1R13L	PPP1R3A	1.0
MAPRE1	PPP1R13L	1.0
NFKB2	PPP1R13L	1.0
MAPRE3	PPP1R13L	1.0
NFKB1	PPP1R13L	1.0
CEP55	PPP1R3A	1.0
DBF4	MCMBP	1.0
LOX	PTPRK	1.0
DNM1	PTK2	1.0
SYMPK	YBX3	1.0
GLI1	TAF9	1.0
GLI2	TAF9	1.0
GLI3	TAF9	1.0
EGFR	KRAS	1.0
EGFR	RAB5A	1.0
INSR	RIN1	1.0
PDGFRB	RIN1	1.0
FGFR1	RIN1	1.0
TP53	XPO1	1.0
SUMO1	XPO1	1.0
CSNK2A2	SSRP1	1.0
CSNK2A2	SUPT16H	1.0
CSNK2B	SSRP1	1.0
CSNK2A2	TP53	1.0
CSNK2B	TP53	1.0
CSNK2A1	TP63	1.0
CSNK2A2	TP63	1.0
CSNK2B	TP63	1.0
MAPK14	PTPN7	1.0
ACTA1	ACTN4	1.0
AP2B1	EGFR	1.0
KDR	SERPINF1	1.0
NUAK1	TP53	1.0
AKT1	BAIAP2	1.0
AKT1	BAIAP2L1	1.0
MMP1	STAT3	1.0
MMP2	STAT3	1.0
ARID1B	SOX2	1.0
EP300	SOX2	1.0
BECN1	ERBB2	1.0
USP9X	ZBTB38	1.0
SQSTM1	USP14	1.0
MAP1LC3B	USP14	1.0
RNF168	USP14	1.0
DDX58	LRRC25	1.0
DDX58	SQSTM1	1.0
ISG15	LRRC25	1.0
BCAR1	PKN3	1.0
NEDD9	PTPN11	1.0
POLD1	RB1	1.0
AR	KLK3	1.0
AKT1	IWS1	1.0
AKT3	IWS1	1.0
AKT1	MYH9	1.0
AKT1	CD2AP	1.0
AKT1	WFS1	1.0
AKT1	CAMK2D	1.0
AKT1	FLII	1.0
AKT1	PKD2	1.0
AKT1	INTS3	1.0
AKT1	CAPN1	1.0
AKT1	CABLES1	1.0
AKT1	ATRX	1.0
AKT1	EIF2AK3	1.0
AKT1	PKD1	1.0
ALYREF	IWS1	1.0
ALYREF	POLR2A	1.0
FGFR2	IWS1	1.0
FGFR2	SETD2	1.0
FGFR2	MORF4L1	1.0
FGFR2	PTBP1	1.0
CENPJ	TUBA1B	1.0
SNX9	WAS	1.0
PIK3CA	SNX9	1.0
PI4KA	SNX9	1.0
PIK3R5	SNX9	1.0
PIK3R1	SNX9	1.0
CREBZF	HEY1	1.0
NLRP3	TXNIP	1.0
CD36	IRS1	1.0
FYN	IRS1	1.0
MUL1	VCP	1.0
RNF185	VCP	1.0
PPP1R15B	VCP	1.0
NPLOC4	PPP1R15B	1.0
EGLN3	SUMO1	1.0
EGLN3	SUMO2	1.0
EGLN3	SUMO3	1.0
SP1	VEGFA	1.0
SP3	VEGFA	1.0
TFAP2A	VEGFA	1.0
AKT1	SP1	1.0
AKT1	SP3	1.0
SKP2	YAP1	1.0
USP10	YAP1	1.0
USP47	YAP1	1.0
OTUD7B	YAP1	1.0
YAP1	YOD1	1.0
EIF3F	YAP1	1.0
SKP2	TEAD1	1.0
CENPE	NKAP	1.0
BUB1B	NKAP	1.0
BUB3	NKAP	1.0
FCGR2B	PTPN6	1.0
CCND1	CEP57	1.0
MBD3	ZBTB7A	1.0
CHD3	ZBTB7A	1.0
MTA2	ZBTB7A	1.0
DNMT1	ZBTB7A	1.0
DNMT3B	ZBTB7A	1.0
CBX5	ZBTB7A	1.0
BCOR	MBD3	1.0
BCOR	CHD3	1.0
BCOR	MTA2	1.0
BCOR	DNMT1	1.0
BCOR	DNMT3B	1.0
BCOR	CBX5	1.0
MDM2	UNC119	1.0
ALDOA	CYTH2	1.0
ATP6V0A1	CYTH2	1.0
ATP6V0A2	CYTH2	1.0
CYTH2	TCIRG1	1.0
ATP6V0A4	CYTH2	1.0
SNAI2	USP10	1.0
ARRB1	FOXO3	1.0
ANAPC1	TNRC6A	1.0
RBBP5	TNRC6A	1.0
AGO2	RBBP5	1.0
TNRC6A	WDR5	1.0
NAT10	TNRC6A	1.0
NAT10	RBBP5	1.0
MED14	TNRC6A	1.0
ASH2L	MED14	1.0
CNOT1	MED14	1.0
HIST3H3	TNRC6A	1.0
BAP1	SFN	1.0
BAP1	YWHAZ	1.0
BAP1	YWHAE	1.0
BAP1	YWHAB	1.0
BAP1	LMAN2	1.0
CALCOCO2	MYH6	1.0
CALCOCO2	POLR2A	1.0
CALCOCO1	POLR2A	1.0
CALCOCO1	MYH6	1.0
MYH6	POLR2A	1.0
ESR1	MYH6	1.0
BAP1	CBX3	1.0
BAP1	IPO4	1.0
BAP1	IPO5	1.0
BAP1	RBBP7	1.0
BAP1	YWHAQ	1.0
BAP1	YWHAH	1.0
CDC27	MXI1	1.0
ANAPC4	MXI1	1.0
BUB1B	CDC23	1.0
BUB1B	PPP2CA	1.0
ANAPC1	PPP2CA	1.0
ANAPC4	PPP2CA	1.0
ANAPC7	PPP2CA	1.0
PRDX1	UCHL5	1.0
FYN	PTPRC	1.0
PTPRC	SRC	1.0
CDC45	CSK	1.0
CDC45	MAPK3	1.0
CDC45	LCK	1.0
TXNIP	UBR5	1.0
HUWE1	TXNIP	1.0
TXNIP	UBR4	1.0
TXNIP	WWP1	1.0
CSPP1	UBR5	1.0
EDC4	LSM4	1.0
LSM4	PATL1	1.0
DDX6	LSM4	1.0
HAT1	LSM4	1.0
LSM4	RBBP7	1.0
LSM4	PRMT5	1.0
BECN1	USP14	1.0
TRAF6	USP14	1.0
TAB2	USP14	1.0
ESR1	KDM2A	1.0
KDM2A	NEDD4	1.0
ARNTL	RHOA	1.0
CLOCK	RHOA	1.0
TSPY1	TSPYL5	1.0
USP8	YWHAZ	1.0
TSPY1	USP7	1.0
TP53	TSPY1	1.0
DNMT1	UBB	1.0
EPN1	HIP1R	1.0
RNF183	SEC16A	1.0
RNF152	SEC16A	1.0
EGFR	IL5RA	1.0
PIK3CA	PTPN11	1.0
HIPK2	SIRT1	1.0
BNIP3L	NGFR	1.0
PIK3R1	PTEN	1.0
E2F1	TP53	1.0
KAT2B	STAT3	1.0
PIK3R1	RAC1	1.0
PTPN13	TRIP6	1.0
IL1RAPL1	PTPRD	1.0
ARHGAP22	IL1RAPL1	1.0
BMPR2	KIT	1.0
IL2RB	IL2RG	1.0
ACTA1	IL2RB	1.0
IL2RB	TUBA1A	1.0
IL2RB	JAK3	1.0
CCND3	VDR	1.0
KDR	VEGFC	1.0
CDKN2A	ISOC2	1.0
CDK4	CNTN2	1.0
ARF6	SMAP1	1.0
CLTC	SMAP1	1.0
CBX3	HIPK2	1.0
CDK4	TP53	1.0
SHC1	SIRPA	1.0
QKI	RAF1	1.0
ITGB4	SDC1	1.0
ITGB4	SDC2	1.0
ITGB4	SDC3	1.0
ERBB2	SDC1	1.0
FYN	SDC1	1.0
ATF5	CCND3	1.0
ARHGEF2	ASAP1	1.0
MYD88	PIK3AP1	1.0
PIK3AP1	TIRAP	1.0
PIK3AP1	TLR2	1.0
PIK3AP1	TLR4	1.0
PIK3AP1	SARM1	1.0
PIK3AP1	PLCG2	1.0
LYN	PIK3AP1	1.0
PIK3AP1	SYK	1.0
PIK3R1	YWHAZ	1.0
GP1BA	PIK3R1	1.0
EGFR	MATK	1.0
ERBB2	MATK	1.0
CCNT1	CEBPB	1.0
CDK9	CEBPB	1.0
FRS2	MAPK3	1.0
FRS2	MAPK1	1.0
EGFR	FRS2	1.0
CAV1	MMP14	1.0
AURKA	ESR1	1.0
MCM5	RPA1	1.0
MCM6	RPA2	1.0
MCM5	RPA2	1.0
MCM3	RPA2	1.0
MCM4	RPA2	1.0
MCM7	RPA2	1.0
GINS1	RPA1	1.0
CDC45	RPA2	1.0
RPA2	TIPIN	1.0
CLSPN	RPA2	1.0
RAD17	RPA2	1.0
CLSPN	RPA1	1.0
RAD17	RPA1	1.0
MCMBP	RPA2	1.0
